Vancouver,Max of Vancouver,,Vancouver
170,289.5,,170
170,289.66,,170
170,289.15,,170
180,289.44,,180
180,290.26,,180
170,288.69,,170
210,288.64,,210
180,288.63,,180
0,286.93,,0
20,287.75,,20
70,287.54,,70
170,286.95,,170
90,286.97,,90
180,286.35,,180
80,286.35,,80
90,285.43,,90
110,286.22,,110
120,287.38,,120
180,286.99,,180
180,288.86,,180
150,287.83,,150
120,288.77,,120
77,290.36,,77
170,290.24,,170
77,292.47,,77
80,293.13,,80
290,292.77,,290
130,292.29,,130
290,291.33,,290
330,290.84,,330
105,289.37,,105
0,287.87,,0
0,286.99,,0
0,286.56,,0
350,285.73,,350
300,285.92,,300
190,286.33,,190
190,285.92,,190
180,285.93,,180
61,286.32,,61
180,286.46,,180
330,287.57,,330
188,287.79,,188
173,287,,173
180,287.45,,180
180,289.14,,180
360,289.42,,360
160,288.27,,160
180,288.53,,180
190,290.62,,190
340,291.08,,340
0,290.63,,0
180,290.13,,180
170,289.98,,170
170,288.5,,170
170,286.98,,170
160,286.51,,160
160,285.34,,160
60,284.55,,60
180,284.32,,180
170,284.32,,170
170,284.32,,170
190,284.34,,190
170,284.34,,170
160,285.1,,160
160,284.97,,160
170,284.79,,170
190,285.95,,190
160,287.14,,160
170,288.14,,170
150,288.28,,150
220,288.96,,220
0,289.82,,0
160,290.32,,160
160,290.75,,160
160,290.31,,160
200,289.84,,200
160,289.71,,160
170,288.29,,170
170,287.15,,170
160,285.35,,160
150,284.33,,150
160,284.48,,160
180,283.62,,180
160,282.8,,160
150,282.33,,150
160,281.55,,160
119,282.44,,119
10,282.46,,10
92,284.46,,92
92,286.13,,92
236,287.65,,236
130,289.32,,130
160,289.67,,160
310,290.51,,310
270,291.19,,270
0,292.02,,0
280,293.36,,280
250,294.72,,250
262,294.45,,262
160,294.02,,160
270,292.75,,270
278,290.32,,278
305,288.53,,305
305,288.48,,305
305,286.59,,305
200,286.75,,200
200,287.31,,200
220,286.65,,220
280,285.82,,280
310,284.66,,310
53,284.8,,53
45,285.27,,45
45,288.11,,45
350,289.14,,350
30,290.81,,30
320,293.13,,320
0,293.71,,0
350,294.87,,350
260,296.01,,260
0,296.31,,0
360,296.89,,360
260,297.32,,260
350,297.19,,350
311,296.62,,311
170,295.91,,170
170,293.06,,170
160,292.19,,160
160,289.46,,160
160,288.97,,160
170,288.78,,170
160,288.37,,160
180,287.96,,180
160,287.37,,160
160,287.11,,160
170,287.33,,170
190,286.24,,190
180,287.98,,180
0,290.08,,0
0,291.12,,0
10,292.26,,10
340,295.03,,340
10,295.69,,10
0,294.71,,0
270,297.19,,270
0,296.86,,0
190,296.49,,190
0,295.68,,0
180,293.16,,180
160,291,,160
180,291.72,,180
0,290.7,,0
120,289.73,,120
50,289.39,,50
120,288.96,,120
170,288.37,,170
170,288.18,,170
160,286.99,,160
170,286.17,,170
114,286.16,,114
72,286.63,,72
180,285.81,,180
130,285.12,,130
130,285.63,,130
130,286.6,,130
130,287.62,,130
130,287.96,,130
180,287.83,,180
210,287.83,,210
0,287.99,,0
170,287.65,,170
220,287.49,,220
180,287.17,,180
130,285.99,,130
190,285.48,,190
200,284.81,,200
180,285.11,,180
130,285.13,,130
120,284.77,,120
110,284.27,,110
180,283.93,,180
113,283.44,,113
170,282.77,,170
160,282.75,,160
142,281.93,,142
170,283.12,,170
60,284.48,,60
0,285.26,,0
157,285.97,,157
157,286.33,,157
220,286.49,,220
20,287.23,,20
0,287.26,,0
350,290.33,,350
0,289.9,,0
150,289.78,,150
180,289.5,,180
0,290.96,,0
216,287.38,,216
186,285.95,,186
170,285.39,,170
180,285.71,,180
150,285.2,,150
180,284.53,,180
180,284.37,,180
190,283.87,,190
150,283.71,,150
108,283.87,,108
150,282.76,,150
160,283.09,,160
170,284.47,,170
190,284.93,,190
160,285.95,,160
180,286.45,,180
160,286.61,,160
246,286.79,,246
160,287.43,,160
360,287.94,,360
150,288.61,,150
360,288.78,,360
170,289.92,,170
170,290.96,,170
180,290.29,,180
160,287.78,,160
150,287.52,,150
170,287.36,,170
170,286.69,,170
170,285.88,,170
180,285.2,,180
160,284.07,,160
180,283.89,,180
170,283.9,,170
160,284.34,,160
160,284.6,,160
109,287.15,,109
350,288.53,,350
0,287.28,,0
150,288.07,,150
270,288.12,,270
330,288.56,,330
249,291.34,,249
0,292,,0
170,292.35,,170
0,292.56,,0
290,293.78,,290
280,292.81,,280
260,291.49,,260
160,289.49,,160
310,287.21,,310
184,286.47,,184
25,286.07,,25
360,285.52,,360
25,287.13,,25
180,287.34,,180
160,287.52,,160
170,287.52,,170
320,287.61,,320
320,286.16,,320
180,287.14,,180
180,286.61,,180
170,287.54,,170
50,288.37,,50
160,289.01,,160
170,289.98,,170
170,289.81,,170
170,290.46,,170
170,290.63,,170
160,290.49,,160
170,290.31,,170
140,290.37,,140
170,288.56,,170
150,286.32,,150
170,286.87,,170
160,284.69,,160
180,286.35,,180
150,286.05,,150
160,283.7,,160
160,284.75,,160
160,284.6,,160
150,284.75,,150
160,284.3,,160
150,285.17,,150
200,285.94,,200
280,285.8,,280
80,286.66,,80
170,287.15,,170
0,287.64,,0
170,288.65,,170
360,289.14,,360
0,289.14,,0
180,289.53,,180
160,289.35,,160
170,288.94,,170
160,288.54,,160
150,287.96,,150
200,286.94,,200
170,287.13,,170
165,286.66,,165
0,286.16,,0
137,285.68,,137
190,285.13,,190
200,284.63,,200
180,284.66,,180
90,284.66,,90
130,283.97,,130
127,284.8,,127
130,285.67,,130
130,286.48,,130
130,287.34,,130
110,288.17,,110
180,288.7,,180
180,289.31,,180
320,289.35,,320
320,289.5,,320
340,289.84,,340
320,289.69,,320
340,289.15,,340
10,288.84,,10
127,287.83,,127
85,287.33,,85
50,286.97,,50
85,286.63,,85
69,286.14,,69
69,285.96,,69
69,285.55,,69
70,284.79,,70
79,285.74,,79
90,285.27,,90
120,284.78,,120
10,284.79,,10
0,285.28,,0
130,285.78,,130
160,286.93,,160
80,286.76,,80
120,287.09,,120
0,287.13,,0
90,287.34,,90
80,287.93,,80
110,287.96,,110
110,287.91,,110
120,287.71,,120
140,287.74,,140
170,287.52,,170
190,286.96,,190
175,287.92,,175
0,287.54,,0
180,287.35,,180
190,286.95,,190
0,287.14,,0
190,286.15,,190
180,285.75,,180
190,286.35,,190
160,285.5,,160
170,285.61,,170
200,286.29,,200
190,287.33,,190
100,287.46,,100
140,289.54,,140
160,290.75,,160
180,291.13,,180
210,291.33,,210
170,291.52,,170
170,292.13,,170
180,292.13,,180
200,291.34,,200
170,291.62,,170
220,290.61,,220
190,288.66,,190
180,286.42,,180
170,285.56,,170
180,285.23,,180
110,285.07,,110
110,284.42,,110
250,285.1,,250
180,285.13,,180
290,285.3,,290
340,284.51,,340
170,283.94,,170
0,284.95,,0
180,285.94,,180
170,286.95,,170
190,287.62,,190
240,288.14,,240
190,288.47,,190
330,288.63,,330
185,288.99,,185
200,288.48,,200
160,288.31,,160
170,287.64,,170
210,286.82,,210
110,286.5,,110
360,286.27,,360
330,286.73,,330
180,286.54,,180
220,286.32,,220
323,285.27,,323
90,285.71,,90
57,285.94,,57
40,285.93,,40
90,285.74,,90
80,284.27,,80
90,284.8,,90
20,285.13,,20
80,285.63,,80
90,285.98,,90
90,286.48,,90
90,287.16,,90
90,287.33,,90
80,287.68,,80
78,287.67,,78
70,288.16,,70
10,288.15,,10
10,288.31,,10
0,288.31,,0
110,288.14,,110
130,287.36,,130
308,286.33,,308
308,286.63,,308
346,285.95,,346
346,286.55,,346
346,285.94,,346
360,286.13,,360
320,286.13,,320
10,285.12,,10
336,285.65,,336
320,286.64,,320
10,287.82,,10
340,288.49,,340
350,289.15,,350
293,289.52,,293
290,290.04,,290
300,290.33,,300
330,291.53,,330
258,292.56,,258
258,292.22,,258
258,292.54,,258
247,292.21,,247
247,292.04,,247
247,290.46,,247
140,289.03,,140
235,288.13,,235
150,287.46,,150
180,286.79,,180
143,286.97,,143
143,286.97,,143
50,286.95,,50
140,286.99,,140
170,288.13,,170
180,287.31,,180
180,288.48,,180
110,289.64,,110
180,290.51,,180
180,291.18,,180
240,291.17,,240
190,291.67,,190
320,291.2,,320
180,290.85,,180
290,291.65,,290
294,292.51,,294
180,292.69,,180
170,292.86,,170
190,291.71,,190
170,291.17,,170
190,289.73,,190
170,287.16,,170
170,286.13,,170
190,285.74,,190
180,286.73,,180
180,284.31,,180
190,284.72,,190
180,284.53,,180
180,284.74,,180
180,285.48,,180
170,287.33,,170
200,288.34,,200
290,288.97,,290
227,287.744,,227
227,287.744,,227
60,290.86,,60
260,291.69,,260
30,292.19,,30
350,292.37,,350
10,292.36,,10
340,291.87,,340
290,291.85,,290
0,291.85,,0
180,290.6,,180
180,290.02,,180
170,289.32,,170
230,286.92,,230
18,287.46,,18
160,285.56,,160
18,284.36,,18
20,283.34,,20
20,282.74,,20
340,283.28,,340
330,284.4,,330
60,286.14,,60
61,287.62,,61
330,288.46,,330
350,288.82,,350
320,289.53,,320
260,289.97,,260
300,292.36,,300
320,292.8,,320
0,292.95,,0
270,294.81,,270
300,294.83,,300
300,294.5,,300
277,293.33,,277
288,291.6745843,,288
302,289.68,,302
302,287.16,,302
302,286.44,,302
30,285.74,,30
30,285.26,,30
150,285.1,,150
180,284.94,,180
43,283.95,,43
43,283.78,,43
10,284.8,,10
20,288.3,,20
340,290.16,,340
330,291.34,,330
340,292.82,,340
0,293.82,,0
290,292.99,,290
250,295.02,,250
0,295.54,,0
270,296.21,,270
0,296.56,,0
270,296.89,,270
283,294.6,,283
170,294.03,,170
283,291.77,,283
313,290.34,,313
313,287.34,,313
313,286.66,,313
29,286,,29
29,285.66,,29
29,284.99,,29
330,285.29,,330
10,285.31,,10
34,284.8,,34
350,287.64,,350
350,290,,350
350,292.49,,350
330,294.02,,330
10,294.13,,10
270,294.86,,270
300,296.28,,300
170,296.65,,170
340,297.46,,340
340,298.61,,340
290,298.6,,290
330,298.01,,330
280,297.48,,280
299,296.4,,299
299,294.2,,299
333,291.77,,333
333,290.2,,333
333,289.72,,333
7,288.68,,7
7,288.65,,7
7,287.5,,7
16,287,,16
16,287.16,,16
16,287.64,,16
80,287.73,,80
51,290.14,,51
0,291.88,,0
152,292.74,,152
10,294.26,,10
290,295.49,,290
250,295.49,,250
270,296.5,,270
250,296.79,,250
260,297.35,,260
270,297.79,,270
280,297.64,,280
220,297.07,,220
140,295.51,,140
210,294.11,,210
150,293.62,,150
290,291.22,,290
180,291.21,,180
0,290.35,,0
180,289.82,,180
170,288.8,,170
170,288.29,,170
180,287.81,,180
170,287.82,,170
160,288.87,,160
180,289.5,,180
170,291.17,,170
180,291.37,,180
150,293.16,,150
0,292.35,,0
180,292.69,,180
180,293.35,,180
180,294.57,,180
180,294.73,,180
160,294.71,,160
190,293.87,,190
100,293.43,,100
110,292.16,,110
170,290.89,,170
180,288.88,,180
160,287.1,,160
160,286.64,,160
170,287.12,,170
180,286.95,,180
170,286.73,,170
170,285.93,,170
170,285.91,,170
180,286.53,,180
160,285.66,,160
170,287.47,,170
170,288.56,,170
180,288.83,,180
120,289.71,,120
170,289.99,,170
360,291.01,,360
200,291.01,,200
330,291.51,,330
170,292.34,,170
160,292.66,,160
170,292.65,,170
0,294.42,,0
190,292.97,,190
0,291.42,,0
170,291.32,,170
150,289.08,,150
170,288.57,,170
150,287.24,,150
170,286.58,,170
42,285.91,,42
68,286.73,,68
150,286.56,,150
68,285.42,,68
180,285.26,,180
170,286.12,,170
180,287.47,,180
177,288.47,,177
177,288.98,,177
340,289.5,,340
110,289.9,,110
180,290.8,,180
50,291.48,,50
350,293.25,,350
190,293.53,,190
140,293.38,,140
70,294.48,,70
70,294.32,,70
130,293.15,,130
30,291.63,,30
90,289.86,,90
110,289.08,,110
160,288.49,,160
160,289.14,,160
180,288.95,,180
30,288.13,,30
170,287.55,,170
86,287.29,,86
81,286.51,,81
170,287.64,,170
180,289.2,,180
0,290.67,,0
330,291.22,,330
300,292.52,,300
220,293.09,,220
20,294.1,,20
360,294.76,,360
20,295.97,,20
360,296.19,,360
160,295.88,,160
340,295.73,,340
170,295.07,,170
160,293.58,,160
20,292.04,,20
20,290.95,,20
50,290.15,,50
10,288.96,,10
350,288.4,,350
350,287.78,,350
350,287.34,,350
360,286.96,,360
10,286.53,,10
320,286.5,,320
340,288.96,,340
300,289.68,,300
209,291.86,,209
310,292.42,,310
230,291.36,,230
250,294.42,,250
260,295.91,,260
300,296.9,,300
300,297.59,,300
330,297.87,,330
270,297.71,,270
190,297.38,,190
190,295.91,,190
180,293.13,,180
200,292.88,,200
70,289.28,,70
220,288,,220
80,287.75,,80
70,288.2,,70
210,287.18,,210
220,285.66,,220
210,286.39,,210
210,286.55,,210
220,286.4,,220
30,286.61,,30
170,287.8,,170
160,288.14,,160
160,288.82,,160
150,289.82,,150
160,290.66,,160
170,291.15,,170
170,292.15,,170
180,292.31,,180
130,292.97,,130
160,293.32,,160
150,293.14,,150
150,293.38,,150
140,292.1,,140
140,290.83,,140
140,289.59,,140
140,288.76,,140
150,288.1,,150
160,287.44,,160
160,288.6029394,,160
160,289.830316,,160
160,291.0576927,,160
160,292.2850694,,160
160,294.15,,160
180,287.31,,180
180,288.49,,180
170,289.48,,170
170,290.99,,170
180,291.65,,180
180,292.64,,180
180,293.47,,180
170,293.8,,170
160,294.84,,160
170,295,,170
120,295.3,,120
130,296.1,,130
180,295.04,,180
60,293.02,,60
80,291.59,,80
110,289.99,,110
170,288.98,,170
120,288.48,,120
130,287.97,,130
160,287.15,,160
0,287.59,,0
170,287.71,,170
200,287.78,,200
170,287.14,,170
200,287.97,,200
170,288.98,,170
180,289.83,,180
180,290.31,,180
20,291.3,,20
40,291.81,,40
0,292.67,,0
340,293.17,,340
0,295,,0
0,295.03,,0
320,294.71,,320
220,293.46,,220
230,293.5,,230
150,291.76,,150
100,290.45,,100
220,288.7,,220
250,287.96,,250
230,287.95,,230
240,286.96,,240
230,286.46,,230
210,286.3,,210
230,285.8,,230
84,285.76,,84
200,286.5,,200
140,287.41,,140
0,288.97,,0
210,290.48,,210
210,291.03,,210
330,292.03,,330
340,293.19,,340
330,293.7,,330
330,295.04,,330
0,295.38,,0
130,296.98,,130
120,296.56,,120
120,296.01,,120
120,295.17,,120
140,294.02,,140
140,292.02,,140
160,289.35,,160
170,289.32,,170
51,288.47,,51
51,288.11,,51
51,287.59,,51
230,286.45,,230
220,286.43,,220
230,285.59,,230
230,284.79,,230
250,288.32,,250
71,290.01,,71
330,291.53,,330
330,292.97,,330
330,293.86,,330
340,295.21,,340
220,297.15,,220
280,297.62,,280
330,298.21,,330
340,298.74,,340
140,298.54,,140
250,298.01,,250
150,298.37,,150
160,296.68,,160
170,294.82,,170
170,291.78,,170
180,290.75,,180
180,291.33,,180
230,290.52,,230
220,289.74,,220
210,288.93,,210
210,287.45,,210
200,287.95,,200
190,287.48,,190
170,288.99,,170
170,290.67,,170
180,292.31,,180
250,293.47,,250
180,294.49,,180
180,295.18,,180
350,295.86,,350
340,296.87,,340
350,297.53,,350
0,300.34,,0
70,297.64,,70
220,297.48,,220
180,296.21,,180
180,295.04,,180
170,292.61,,170
160,291.77,,160
180,290.79,,180
210,290.29,,210
92,288.97,,92
180,289.14,,180
360,288.96,,360
87,288.48,,87
250,287.98,,250
132,289.12,,132
180,289.49,,180
132,292.1,,132
160,291.82,,160
170,292.65,,170
160,291.81,,160
360,292.17,,360
330,292.71,,330
140,294.68,,140
150,294.76,,150
110,295.1,,110
100,295.28,,100
110,294.79,,110
110,293.97,,110
150,292.26,,150
150,290.83,,150
180,289.59,,180
170,288.43,,170
60,287.94,,60
60,287.27,,60
40,286.94,,40
140,286.78,,140
170,287.09,,170
130,285.95,,130
72,286.14,,72
72,287.63,,72
72,289.33,,72
350,290.83,,350
360,291.83,,360
360,292.52,,360
340,293.37,,340
360,294.36,,360
0,295.53,,0
0,295.69,,0
360,296.71,,360
110,296.3,,110
140,297.18,,140
243,295.84,,243
230,294.16,,230
240,292.99,,240
240,291.53,,240
250,290.74,,250
240,290.34,,240
230,289.56,,230
220,288.75,,220
230,288.35,,230
230,287.82,,230
230,288.55,,230
250,288.65,,250
190,288.97,,190
170,289.35,,170
170,291.32,,170
170,291.83,,170
180,292.49,,180
170,293.14,,170
190,294.47,,190
180,295.32,,180
0,295.15,,0
250,295.49,,250
160,295.84,,160
170,296.98,,170
170,295.98,,170
160,293.99,,160
180,292.8,,180
190,291.22,,190
200,290.39,,200
200,289.74,,200
170,289.31,,170
0,288.81,,0
220,288.41,,220
0,288.13,,0
240,287.59,,240
160,287.29,,160
169,288.5630898,,169
180,289.98,,180
206,290.81,,206
206,291.32,,206
30,292,,30
92,292.6251279,,92
160,293.31,,160
0,293.18,,0
170,292.68,,170
250,292.66,,250
270,291.65,,270
310,291.74,,310
163,291.32,,163
280,291.33,,280
250,289.95,,250
260,287.94,,260
170,287.34,,170
160,286.74,,160
190,285.93,,190
180,284.92,,180
170,284.74,,170
180,284.55,,180
170,286.81,,170
180,284.8,,180
190,286.31,,190
0,287.79,,0
190,289.31,,190
160,289.98,,160
200,290.96,,200
170,291.98,,170
0,292.98,,0
214,293.15,,214
320,293.82,,320
190,294.5,,190
220,294.66,,220
210,294.48,,210
210,293.64,,210
180,292.31,,180
160,290.64,,160
90,289.33,,90
250,289.76,,250
260,289.07,,260
190,287.36,,190
100,286.93,,100
170,286.32,,170
180,286.13,,180
180,286.54,,180
110,286.65,,110
170,287.95,,170
100,289.65,,100
120,290.99,,120
150,291.98,,150
150,292.8,,150
200,293.29,,200
180,294.16,,180
180,294.66,,180
180,296.31,,180
60,296.39,,60
30,296.28,,30
30,296.13,,30
50,294.72,,50
140,293.16,,140
100,291.7,,100
220,290.61,,220
101,290.28,,101
10,290.12,,10
10,289.64,,10
20,289.47,,20
115,288.96,,115
250,288.81,,250
115,288.8,,115
330,289.85,,330
40,290.14,,40
70,289.96,,70
150,291.7,,150
90,293.27,,90
110,293.37,,110
120,294.25,,120
140,294.67,,140
100,295.4,,100
100,295.53,,100
230,293.98,,230
80,294.55,,80
90,293.97,,90
120,293.13,,120
140,292.14,,140
130,290.72,,130
190,288.95,,190
310,288.56,,310
140,287.75,,140
160,287.54,,160
60,286.96,,60
80,285.71,,80
180,285.56,,180
10,285.17,,10
160,285.13,,160
130,286.48,,130
30,288,,30
360,289.12,,360
0,290.8,,0
360,291.51,,360
340,292.69,,340
360,293.52,,360
350,294.21,,350
360,294.84,,360
130,296.1,,130
130,295.98,,130
200,296,,200
120,295.83,,120
130,294.34,,130
130,292.14,,130
120,290.44,,120
130,289.77,,130
130,289.61,,130
90,288.77,,90
115,288.42,,115
123,288.42,,123
220,287.59,,220
170,287.15,,170
180,287.65,,180
170,288.48,,170
170,289.99,,170
190,291.5,,190
190,292.82,,190
180,293.65,,180
230,294.98,,230
220,295.83,,220
220,295.98,,220
180,296.27,,180
200,295.99,,200
230,295.71,,230
212,294.82,,212
0,294.19,,0
220,292.73,,220
230,291.15,,230
200,290.83,,200
240,290.47,,240
210,290,,210
180,288.97,,180
216,288.15,,216
129,288.31,,129
190,287.62,,190
129,287.93,,129
104,287.8,,104
100,289.83,,100
230,290.75,,230
290,290.45,,290
200,291.45,,200
360,291.63,,360
0,292.46,,0
210,293.11,,210
230,294.91,,230
290,294.27,,290
150,295.12,,150
20,294.34,,20
150,295.13,,150
140,294.15,,140
150,292.27,,150
140,291.11,,140
150,289.94,,150
200,289.24,,200
210,288.75,,210
140,287.9,,140
290,287.75,,290
360,287.09,,360
56,285.74,,56
30,284.13,,30
40,284.95,,40
63,287.11,,63
340,289.14,,340
260,290.13,,260
340,291.99,,340
320,293.2,,320
320,293.81,,320
350,294.62,,350
340,295.24,,340
290,295.19,,290
10,295.81,,10
330,296.2,,330
320,296,,320
271,295.41,,271
271,293.97,,271
297,291.58,,297
160,289.71,,160
150,289.16,,150
180,288.38,,180
170,287.67,,170
150,287.59,,150
160,286.41,,160
150,285.65,,150
71,285.44,,71
160,285.49,,160
150,288.32,,150
81,289.94,,81
350,291.58,,350
350,293.4,,350
240,293.76,,240
350,295.23,,350
0,295.57,,0
10,296.63,,10
240,297.2,,240
340,297.64,,340
170,298.01,,170
170,297.79,,170
180,296.38,,180
170,295.6,,170
180,293.74,,180
180,291.93,,180
170,290.91,,170
100,290.42,,100
110,289.88,,110
170,288.66,,170
100,288.39,,100
100,287.16,,100
100,286.9,,100
170,287.14,,170
100,288.36,,100
180,289.95,,180
180,291.16,,180
170,292.34,,170
150,293.61,,150
170,294.18,,170
170,295.58,,170
180,295.99,,180
180,296.01,,180
200,295.96,,200
190,295.56,,190
180,295.16,,180
130,294.55,,130
170,293.56,,170
100,291.94,,100
180,291.41,,180
170,290.62,,170
180,290.63,,180
180,290.39,,180
170,289.88,,170
80,289.63,,80
100,289.68,,100
180,289.15,,180
170,289.15,,170
170,289.57,,170
180,290.37,,180
180,290.17,,180
170,291.39,,170
170,292.33,,170
170,293.56,,170
170,293.96,,170
170,295.18,,170
180,295.6,,180
210,295.17,,210
0,294.97,,0
170,294.37,,170
170,294.4,,170
160,292.81,,160
180,291.81,,180
180,290.69,,180
180,289.95,,180
160,288.91,,160
160,288.2,,160
160,287.65,,160
150,287.4,,150
0,287.13,,0
140,286.67,,140
180,286.75,,180
170,287.91,,170
170,289.33,,170
200,290.36,,200
350,291.16,,350
164,291.56,,164
360,291.96,,360
360,292.96,,360
350,292.59,,350
305,292.18,,305
305,292.37,,305
305,292.18,,305
32,291.99,,32
32,291.99,,32
32,291.39,,32
36,291.01,,36
36,290.46,,36
36,290.19,,36
47,290.19,,47
47,290.19,,47
47,290.17,,47
54,289.42,,54
54,289.19,,54
54,288.91,,54
60,289.15,,60
60,289.34,,60
60,290.15,,60
350,290.34,,350
58,290.55,,58
350,291.54,,350
350,292.72,,350
330,293.54,,330
340,293.55,,340
360,293.77,,360
300,293.74,,300
340,294.18,,340
278,294.15,,278
278,294.19,,278
278,293.4,,278
299,292.57,,299
170,292.19,,170
299,291.91,,299
318,290.94,,318
318,290.94,,318
318,290.72,,318
326,290.2,,326
326,290.2,,326
326,290.17,,326
290,290.15,,290
338,290.15,,338
338,290.37,,338
0,290.98,,0
270,292.01,,270
330,292.81,,330
350,293.81,,350
330,294.61,,330
330,294.81,,330
330,295.22,,330
0,295.44,,0
360,295.84,,360
340,294.81,,340
279,294.64,,279
279,292.48,,279
210,290.23,,210
170,288.94,,170
290,288.18,,290
336,287.7,,336
310,287.3,,310
290,288.3,,290
300,287.81,,300
300,287.31,,300
300,286.78,,300
300,287.28,,300
290,288.09,,290
300,289.74,,300
290,291.36,,290
300,292.77,,300
290,293.99,,290
290,294.6,,290
290,295.21,,290
290,295.61,,290
300,296.4,,300
300,296.62,,300
300,295.98,,300
280,297.03,,280
290,296.22,,290
300,295.22,,300
300,292.37,,300
300,289.64,,300
310,289.62,,310
300,288.84,,300
300,288.6,,300
300,288.12,,300
300,288.63,,300
70,288.38,,70
300,287.84,,300
310,287.1,,310
300,289.62,,300
310,291.35,,310
300,292.17,,300
290,293.36,,290
300,293.98,,300
290,295.19,,290
290,295.99,,290
320,296.01,,320
280,296.43,,280
250,298.84,,250
270,298.78,,270
248,298.7,,248
160,297.29,,160
150,295.12,,150
150,292.8,,150
210,291.14,,210
160,290.15,,160
180,289.18,,180
100,288.66,,100
90,287.88,,90
110,287.92,,110
160,287.54,,160
110,286.65,,110
180,286.34,,180
110,287.14,,110
180,288.95,,180
130,290.54,,130
110,292.13,,110
130,293.12,,130
140,294.33,,140
110,295.54,,110
180,296.17,,180
180,293.72,,180
160,293.77,,160
140,295.72,,140
180,294.96,,180
140,294.74,,140
0,293.96,,0
100,291.95,,100
170,290.41,,170
120,290.13,,120
120,289.13,,120
120,288.9,,120
120,288.13,,120
180,287.38,,180
180,286.92,,180
120,286.9,,120
110,286.34,,110
90,287.15,,90
110,288.78,,110
110,290.37,,110
180,290.96,,180
160,291.54,,160
120,292.53,,120
120,293.33,,120
160,293.53,,160
150,293.93,,150
160,294.3,,160
170,293.92,,170
160,293.93,,160
130,293.14,,130
170,291.77,,170
180,290.17,,180
120,289.17,,120
100,288.17,,100
170,287.69,,170
100,286.91,,100
170,286.93,,170
0,285.89,,0
107,285.63,,107
107,284.89,,107
100,284.53,,100
110,285.92,,110
120,287.14,,120
130,289.13,,130
160,291.14,,160
240,290.95,,240
230,292.58,,230
230,293.57,,230
220,294.77,,220
210,295.16,,210
227,295.59,,227
210,296.57,,210
200,296.57,,200
170,294.97,,170
190,293.93,,190
180,292.16,,180
100,290.13,,100
150,289.68,,150
100,288.65,,100
130,288.4,,130
170,287.89,,170
130,286.65,,130
130,286.65,,130
100,286.15,,100
100,284.72,,100
100,286.76,,100
120,289.15,,120
180,290.37,,180
110,291.94,,110
120,293.52,,120
160,293.94,,160
160,295.34,,160
150,296.14,,150
130,297.13,,130
130,297.34,,130
120,297.13,,120
160,296.57,,160
130,296.34,,130
90,295.14,,90
180,293.38,,180
170,292.19,,170
90,291.42,,90
90,290.68,,90
90,289.92,,90
90,289.42,,90
100,288.92,,100
90,288.65,,90
0,288.92,,0
100,288.16,,100
100,288.55,,100
90,290.75,,90
120,291.97,,120
120,293.14,,120
140,294.13,,140
140,295.52,,140
210,296.16,,210
220,296.58,,220
230,297.16,,230
230,297.37,,230
250,297.57,,250
180,297.19,,180
250,296.16,,250
270,294.76,,270
160,292.76,,160
271,290.88,,271
350,289.9,,350
100,289.13,,100
150,288.38,,150
100,287.38,,100
90,286.9,,90
90,286.11,,90
52,285.61,,52
80,286.33,,80
100,288.93,,100
100,290.93,,100
200,292.33,,200
250,293.56,,250
300,294.78,,300
290,295.99,,290
300,296.8,,300
340,297.46,,340
280,298,,280
300,298.59,,300
300,297.98,,300
290,299.21,,290
290,297.8,,290
290,296.2,,290
300,293.76,,300
300,291.84,,300
310,291.08,,310
20,290.35,,20
300,289.88,,300
290,288.83,,290
310,290.04,,310
300,289.56,,300
300,289.05,,300
290,289.49,,290
350,289.89,,350
300,291.93,,300
290,292.75,,290
300,294.18,,300
300,295.42,,300
300,296.41,,300
300,297.03,,300
300,298.22,,300
0,298.66,,0
310,298.83,,310
300,299.4,,300
310,300.03,,310
300,298.61,,300
310,296.19,,310
150,294.79,,150
320,292.12,,320
330,291.37,,330
310,290.89,,310
310,291.07,,310
355,291.31,,355
310,289.81,,310
310,289.81,,310
300,289.55,,300
310,290.36,,310
190,290.78,,190
310,291.93,,310
0,293.37,,0
300,295.19,,300
300,297.22,,300
330,298.69,,330
330,294.15,,330
310,300.07,,310
340,300.95,,340
0,301.13,,0
340,301.36,,340
340,301.11,,340
210,299.31,,210
286,296.51,,286
311,294.634,,311
160,290.17,,160
311,289.06,,311
337,292.1,,337
337,291.4,,337
310,291.14,,310
310,290.85,,310
5,290.31,,5
5,289.51,,5
310,290.58,,310
26,291.29,,26
310,292.34,,310
340,294.2,,340
320,295.42,,320
310,296.83,,310
0,297.88,,0
300,298.65,,300
330,299.69,,330
330,300.31,,330
310,300.45,,310
300,301.03,,300
290,300.01,,290
290,298.99,,290
260,297.21,,260
160,294.98,,160
180,292.41,,180
140,291.15,,140
180,291.15,,180
65,290.67,,65
65,290.41,,65
0,291.15,,0
55,290.11,,55
55,289.07,,55
290,288.92,,290
300,289.28,,300
300,290.72,,300
320,292.37,,320
300,293.37,,300
300,294.38,,300
310,295.2,,310
300,296.22,,300
0,296.96,,0
270,297.42,,270
240,297.62,,240
230,297.63,,230
240,297.03,,240
250,296.83,,250
272,295.02,,272
190,292.99,,190
320,291.67,,320
120,291.14,,120
80,290.84,,80
80,290.09,,80
170,289.61,,170
160,289.42,,160
82,288.9,,82
82,288.42,,82
110,287.93,,110
61,288.75,,61
170,289.13,,170
