Vancouver,Max of Vancouver,,Vancouver
90,277.49,,90
60,277.48,,60
160,277.81,,160
90,277.94,,90
90,278.1,,90
150,278.07,,150
0,278.03,,0
90,277.83,,90
60,278.03,,60
120,277.85,,120
40,277.82,,40
0,277.96,,0
160,277.86,,160
130,278.25,,130
90,278.47,,90
110,278.81,,110
80,279.47,,80
70,279.83,,70
80,279.98,,80
90,279.67,,90
280,279.4,,280
280,278.95,,280
300,278.94,,300
290,278.94,,290
310,279.08,,310
270,278.88,,270
300,279.04,,300
310,278.94,,310
310,278.95,,310
290,278.8,,290
290,278.73,,290
310,278.69,,310
300,278.58,,300
310,278.36,,310
60,278.38,,60
0,278.28,,0
310,278.5,,310
310,278.83,,310
310,279.23,,310
290,279.65,,290
290,280.09,,290
290,280.18,,290
290,280.11,,290
290,279.85,,290
280,279.5,,280
290,279,,290
270,278.68,,270
290,278.86,,290
290,278.78,,290
280,278.47,,280
260,278.44,,260
240,278.25,,240
250,278.25,,250
240,278.14,,240
110,277.94,,110
90,277.94,,90
120,277.84,,120
140,277.49,,140
130,277.53,,130
120,277.45,,120
130,277.48,,130
90,277.67,,90
110,277.9,,110
90,277.53,,90
90,277.27,,90
0,276.88,,0
0,276.7,,0
0,276.98,,0
0,276.68,,0
0,276.59,,0
0,276.43,,0
0,276.33,,0
0,276.05,,0
0,275.88,,0
0,275.53,,0
0,274.92,,0
0,274.72,,0
0,274.37,,0
0,274.21,,0
0,274.31,,0
0,274.08,,0
0,273.48,,0
0,272.65,,0
0,272.29,,0
60,273.27,,60
0,275.61,,0
75,276.17,,75
75,277.52,,75
328,278.21,,328
257,278.76,,257
0,278.65,,0
0,278.71,,0
0,277.78,,0
0,275.54,,0
0,274.32,,0
0,273.33,,0
319,272.65,,319
0,271.98,,0
0,271.88,,0
0,272.03,,0
0,271.89,,0
0,271.02,,0
0,271.4,,0
0,271.55,,0
0,270.97,,0
0,271.03,,0
0,271.36,,0
0,271.68,,0
0,272.79,,0
0,273.2,,0
0,273.81,,0
0,274.86,,0
0,275.72,,0
0,276.05,,0
0,276.17,,0
0,275.67,,0
0,275.14,,0
0,274.96,,0
0,274.81,,0
0,274.65,,0
0,274.02,,0
0,274.18,,0
0,274.07,,0
0,273.85,,0
0,273.7,,0
0,273.7,,0
0,273.7,,0
0,273.64,,0
0,273.65,,0
0,273.64,,0
0,273.45,,0
0,273.28,,0
0,274.14,,0
0,274.71,,0
230,275.32,,230
230,275.96,,230
240,276.91,,240
310,277.23,,310
290,277.43,,290
290,277.23,,290
300,276,,300
310,274.84,,310
70,273.96,,70
100,273.93,,100
100,273.46,,100
100,273.36,,100
80,273.05,,80
30,272.85,,30
90,272.77,,90
100,272.59,,100
90,272.71,,90
110,272.35,,110
110,271.93,,110
90,271.52,,90
100,271.32,,100
90,271.41,,90
100,272.27,,100
100,274.05,,100
170,275.04,,170
200,275.61,,200
230,275.92,,230
230,276.51,,230
220,276.22,,220
270,275.97,,270
260,275.01,,260
140,273.91,,140
130,272.81,,130
90,272.49,,90
100,271.99,,100
100,271.59,,100
100,271.28,,100
110,271.18,,110
90,270.72,,90
100,270.28,,100
100,269.87,,100
100,270.3,,100
90,269.83,,90
90,269.2,,90
80,269.1,,80
70,268.08,,70
70,269.5,,70
70,270.04,,70
70,271.33,,70
80,271.82,,80
100,272.35,,100
80,272.66,,80
100,272.48,,100
100,272.11,,100
100,271.36,,100
100,271,,100
90,271.15,,90
80,271.06,,80
90,270.77,,90
90,270.65,,90
80,270.13,,80
70,269.09,,70
10,268.75,,10
100,268.72,,100
100,268.57,,100
80,269.21,,80
70,269.09,,70
90,268.51,,90
110,267.65,,110
110,267.72,,110
100,269.34,,100
90,269.49,,90
100,271.1,,100
100,271.74,,100
110,272.04,,110
100,272.22,,100
110,272.28,,110
110,271.42,,110
100,270.79,,100
100,269.41,,100
100,269.01,,100
80,268.61,,80
90,268.21,,90
100,267.85,,100
110,267.64,,110
100,267.41,,100
100,267.58,,100
110,267.57,,110
120,267.26,,120
130,266.63,,130
100,266.19,,100
110,266.16,,110
90,266.17,,90
90,266.19,,90
0,267.48,,0
90,269.59,,90
100,270.93,,100
100,271.9,,100
90,272.88,,90
280,273.35,,280
300,273.2,,300
280,272.73,,280
270,272.29,,270
260,271.67,,260
0,271.54,,0
330,271.04,,330
0,270.86,,0
140,270.63,,140
140,270.32,,140
140,269.99,,140
130,269.98,,130
100,269.74,,100
100,269.46,,100
160,269.46,,160
130,269.29,,130
100,268.78,,100
100,268.62,,100
80,268.49,,80
90,269.37,,90
90,270.23,,90
100,271.4,,100
110,272.27,,110
80,272.92,,80
60,273.63,,60
0,273.97,,0
280,273.58,,280
300,272.62,,300
340,271.19,,340
330,270.49,,330
350,270.46,,350
350,270.4,,350
0,269.96,,0
90,269.29,,90
100,269.06,,100
80,268.68,,80
100,268.63,,100
90,268.71,,90
90,268.51,,90
100,268.25,,100
120,267.78,,120
90,267.98,,90
100,268.07,,100
110,270.04,,110
110,271.71,,110
110,273.16,,110
240,274.11,,240
280,274.48,,280
290,275.55,,290
280,275.71,,280
290,275.31,,290
280,274.33,,280
290,273.76,,290
280,273.82,,280
290,273.1,,290
320,272.52,,320
80,272.02,,80
110,271.93,,110
100,271.72,,100
360,271.47,,360
90,270.92,,90
70,270.71,,70
60,270.74,,60
40,270.86,,40
60,270.47,,60
80,270.21,,80
50,270.29,,50
70,270.75,,70
80,271.66,,80
80,272.68,,80
100,273.38,,100
100,273.97,,100
90,274.68,,90
150,275.12,,150
90,274.64,,90
80,274.42,,80
100,273.85,,100
90,273.74,,90
90,273.75,,90
100,273.77,,100
70,273.86,,70
90,273.92,,90
70,273.96,,70
100,273.81,,100
70,273.59,,70
90,273.75,,90
90,273.97,,90
100,274.05,,100
90,273.77,,90
70,273.67,,70
90,273.82,,90
80,274.42,,80
70,274.62,,70
0,275.04,,0
60,275.49,,60
70,275.75,,70
80,276.5,,80
70,276.93,,70
70,277.11,,70
350,277.7,,350
0,277.74,,0
10,277.34,,10
90,277.24,,90
80,277.57,,80
190,277.86,,190
180,278.11,,180
190,278.15,,190
240,278.13,,240
130,277.63,,130
360,276.75,,360
170,276.05,,170
100,275.7,,100
110,275.04,,110
80,274.89,,80
90,274.85,,90
100,276.01,,100
80,276.88,,80
80,277.95,,80
70,278.91,,70
60,279.49,,60
60,279.5,,60
70,279.28,,70
90,279.17,,90
80,278.63,,80
90,277.75,,90
90,277.76,,90
80,277.46,,80
80,277.77,,80
70,277.89,,70
80,277.92,,80
80,277.93,,80
80,278.17,,80
70,278.17,,70
70,278.31,,70
30,278.46,,30
20,278.42,,20
360,277.32,,360
260,277.1,,260
280,277.43,,280
260,278.13,,260
270,278.72,,270
250,279.77,,250
200,280.58,,200
190,281.3,,190
140,281.59,,140
180,281.45,,180
190,281.06,,190
120,280.5,,120
140,279.44,,140
100,279.11,,100
80,278.67,,80
70,278.4,,70
70,278.17,,70
90,277.81,,90
70,277.72,,70
90,277.74,,90
80,277.83,,80
100,278.26,,100
110,278.91,,110
200,279.48,,200
160,279.26,,160
210,279.35,,210
220,279.46,,220
200,279.93,,200
200,280.54,,200
200,281.72,,200
210,282.39,,210
210,282.63,,210
210,282.88,,210
200,282.87,,200
200,282.42,,200
190,281.45,,190
170,280.11,,170
100,279.64,,100
70,279.21,,70
70,278.6,,70
70,278.4,,70
60,278.38,,60
110,278.29,,110
90,278.38,,90
100,278.54,,100
90,278.13,,90
80,277.54,,80
90,276.91,,90
80,276.72,,80
80,277.37,,80
90,278.35,,90
170,279.31,,170
170,280.82,,170
180,281.55,,180
190,282.43,,190
170,282.65,,170
180,282.97,,180
190,282.9,,190
180,282.64,,180
210,281.96,,210
200,280.59,,200
230,280.27,,230
190,279.41,,190
180,278.46,,180
70,277.77,,70
80,277.73,,80
90,277.34,,90
80,277.41,,80
90,277.41,,90
80,277.4,,80
80,277.06,,80
70,277.13,,70
70,276.82,,70
50,276.61,,50
70,276.64,,70
70,277.18,,70
100,277.65,,100
110,278.47,,110
140,278.58,,140
60,279.47,,60
90,279.56,,90
90,278.48,,90
70,278.12,,70
80,278,,80
80,278.19,,80
90,278.43,,90
190,278.71,,190
170,279.12,,170
170,279.24,,170
190,279.32,,190
190,279.25,,190
210,277.95,,210
210,278.08,,210
200,277.85,,200
200,277.38,,200
200,277.16,,200
200,276.54,,200
170,276.36,,170
180,276.54,,180
200,276.87,,200
190,277.35,,190
170,278.04,,170
160,278.15,,160
120,277.97,,120
130,277.83,,130
120,277.65,,120
130,277.47,,130
130,277.15,,130
140,276.79,,140
160,277.09,,160
150,277.3,,150
160,277.08,,160
150,277.3,,150
160,277.88,,160
150,277.88,,150
170,277.44,,170
120,277.3,,120
100,277.73,,100
150,277.73,,150
150,277.52,,150
90,277.21,,90
170,277.03,,170
180,277,,180
180,277.5,,180
190,277.83,,190
220,278.54,,220
240,279.18,,240
230,280,,230
260,279.67,,260
190,279.49,,190
230,279,,230
0,279,,0
220,278.55,,220
200,278.37,,200
190,277.95,,190
180,277.53,,180
130,277.95,,130
170,277.73,,170
140,277.95,,140
110,278.02,,110
150,278.02,,150
120,277.8,,120
120,277.95,,120
80,277.95,,80
100,277.22,,100
100,277.22,,100
120,277.36,,120
80,276.94,,80
80,276.76,,80
100,276.76,,100
90,277.04,,90
150,277.85,,150
170,278.02,,170
200,278.02,,200
200,277.7,,200
250,277.67,,250
240,277.71,,240
270,277.73,,270
250,277.37,,250
230,277.52,,230
200,276.95,,200
180,277.16,,180
210,276.95,,210
180,276.31,,180
210,276.31,,210
220,276.31,,220
230,276.31,,230
240,276.09,,240
230,275.87,,230
240,275.19,,240
250,275.69,,250
220,276.53,,220
240,277.39,,240
230,278.43,,230
230,278.86,,230
220,278.72,,220
220,279.35,,220
190,279.52,,190
180,279.18,,180
200,278.36,,200
190,277.69,,190
150,278.1,,150
180,277.95,,180
150,276.97,,150
100,276.4,,100
70,276.17,,70
70,276.38,,70
80,276.8,,80
70,276.58,,70
70,276.95,,70
130,277.46,,130
150,277.53,,150
210,277.51,,210
210,277.65,,210
260,277.83,,260
280,277.82,,280
280,278.85,,280
280,279.56,,280
260,279.38,,260
250,279.96,,250
230,280.1,,230
270,280.25,,270
230,279.43,,230
220,279.1,,220
240,278.43,,240
250,278.95,,250
240,278.51,,240
230,278.73,,230
260,278.08,,260
280,277.52,,280
270,276.73,,270
280,276.73,,280
280,276.31,,280
280,276.31,,280
280,275.83,,280
280,275.73,,280
270,274.78,,270
290,274.82,,290
290,274.95,,290
290,275.31,,290
300,276.47,,300
310,276.53,,310
290,277.04,,290
280,277.36,,280
290,277.54,,290
290,277.72,,290
290,278.03,,290
290,277,,290
290,276.33,,290
290,275.96,,290
280,275.53,,280
340,275.81,,340
20,275.23,,20
70,275.23,,70
80,275.23,,80
80,275.38,,80
60,274.95,,60
10,274.8,,10
0,274.95,,0
30,274.51,,30
110,273.69,,110
130,273.15,,130
90,273.19,,90
100,273.19,,100
100,273.47,,100
90,273.97,,90
90,274.3,,90
80,274.58,,80
80,274.73,,80
90,274.73,,90
80,274.41,,80
90,274.27,,90
80,274.27,,80
90,273.8,,90
80,274,,80
100,274,,100
70,273.95,,70
90,273.81,,90
90,273.59,,90
100,273.59,,100
80,273.8,,80
90,273.8,,90
100,273.58,,100
90,273.58,,90
100,272.35,,100
90,272.35,,90
90,272.35,,90
100,273.07,,100
110,273.14,,110
110,273.28,,110
110,273.27,,110
100,273.69,,100
110,273.79,,110
100,273.59,,100
110,273.44,,110
110,273.43,,110
110,273.36,,110
100,273.48,,100
120,273.44,,120
120,273.42,,120
100,273.42,,100
110,273.38,,110
0,273.5,,0
0,273.42,,0
190,273.46,,190
210,273.37,,210
0,273.47,,0
10,273.51,,10
0,273.11,,0
0,272.95,,0
240,272.94,,240
140,273.16,,140
150,273.39,,150
150,273.71,,150
150,274.07,,150
130,273.99,,130
180,274.04,,180
190,273.93,,190
140,273.95,,140
140,273.89,,140
150,273.89,,150
0,273.74,,0
0,273.7,,0
0,273.7,,0
0,273.93,,0
150,273.97,,150
160,274.03,,160
110,273.82,,110
100,273.9,,100
100,273.78,,100
90,273.7,,90
90,273.5,,90
140,273.23,,140
140,273.05,,140
110,273.2,,110
100,274.23,,100
100,275.65,,100
120,276.35,,120
0,277.63,,0
260,278.25,,260
280,278.63,,280
260,278.73,,260
260,278.26,,260
310,277.66,,310
320,276.5,,320
350,275.66,,350
360,275.16,,360
0,275.01,,0
120,274.86,,120
100,274.77,,100
70,274.61,,70
100,274.43,,100
0,273.89,,0
50,274.23,,50
100,274.17,,100
360,274.03,,360
0,273.85,,0
50,274.06,,50
140,274.17,,140
180,274.84,,180
340,276.54,,340
340,277.31,,340
250,278.68,,250
250,279.05,,250
300,279.57,,300
280,280.15,,280
280,279.69,,280
290,279.1,,290
300,277.98,,300
300,277.41,,300
320,276.77,,320
300,276.54,,300
340,276.44,,340
320,276.44,,320
300,276.8,,300
290,276.95,,290
290,277.16,,290
290,277.31,,290
300,277.16,,300
290,276.95,,290
300,275.9,,300
300,276.07,,300
310,276.21,,310
290,277.43,,290
290,278.57,,290
290,280.13,,290
300,280.81,,300
280,281.13,,280
240,280.77,,240
220,281.09,,220
210,280.97,,210
200,280.44,,200
100,279.38,,100
90,278.37,,90
90,278.3,,90
0,278.37,,0
70,278.09,,70
110,278.37,,110
130,277.95,,130
190,277.37,,190
330,277.35,,330
0,277.36,,0
0,277.15,,0
240,276.93,,240
350,276.14,,350
300,276.42,,300
0,276.57,,0
300,278.35,,300
280,279.17,,280
290,279.84,,290
290,280.28,,290
300,280.74,,300
300,281.77,,300
300,281.91,,300
320,281.56,,320
310,281.09,,310
300,280.05,,300
280,280.22,,280
200,280,,200
130,278.25,,130
0,278.24,,0
330,277.73,,330
90,277.74,,90
100,277.31,,100
90,276.74,,90
320,276.02,,320
120,276.25,,120
20,275.44,,20
0,273.51,,0
100,273.78,,100
60,274.77,,60
320,274.78,,320
120,274.92,,120
200,274.84,,200
110,275.35,,110
100,275.8,,100
100,275.63,,100
100,275.28,,100
120,274.6,,120
120,274.25,,120
130,273.57,,130
100,274.15,,100
110,274.37,,110
100,273.72,,100
100,273.57,,100
110,273.15,,110
110,272.94,,110
90,273.52,,90
90,273.52,,90
100,273.52,,100
100,273.37,,100
90,273.37,,90
90,271.89,,90
100,271.71,,100
90,271.53,,90
90,271.7,,90
90,272.2,,90
80,272.2,,80
80,272.37,,80
90,273.34,,90
80,273.65,,80
110,274.01,,110
90,274.02,,90
110,274.19,,110
100,274.16,,100
100,275.5,,100
100,275.29,,100
110,275.29,,110
100,275.72,,100
90,275.72,,90
90,275.93,,90
60,275.93,,60
70,276.28,,70
70,276.49,,70
90,277.13,,90
90,277.35,,90
90,275.76,,90
100,276.08,,100
90,276.44,,90
130,276.58,,130
150,276.9,,150
140,277.4,,140
130,277,,130
100,277.18,,100
100,277.32,,100
100,277.79,,100
130,277.25,,130
170,277.25,,170
240,276.62,,240
280,277.85,,280
290,277.85,,290
290,277.86,,290
280,277.51,,280
270,277.08,,270
290,276.66,,290
290,276.88,,290
290,276.53,,290
300,276.75,,300
320,276.31,,320
350,276.16,,350
30,274.38,,30
10,274.53,,10
0,274.88,,0
290,275.35,,290
310,274.84,,310
280,274.81,,280
280,274.81,,280
260,274.145,,260
92,275.5366667,,92
146,273.8433333,,146
200,272.15,,200
200,274.15,,200
0,275.04,,0
0,275.52,,0
340,275.73,,340
320,275.73,,320
330,276.09,,330
330,276.08,,330
0,276.08,,0
170,276.08,,170
330,276.08,,330
0,276.29,,0
320,276.51,,320
110,276.51,,110
310,275.49,,310
90,275.67,,90
0,275.81,,0
270,275.81,,270
30,276.47,,30
80,277.14,,80
80,275.53,,80
80,278.87,,80
70,279.51,,70
60,280.32,,60
80,280.17,,80
70,279.64,,70
50,279.29,,50
90,281.4,,90
100,280.6,,100
80,280.07,,80
80,280.27,,80
120,280.27,,120
90,279.85,,90
90,279.85,,90
80,280.2,,80
100,280.63,,100
90,280.63,,90
110,280.43,,110
110,279.29,,110
130,278.8,,130
120,278.98,,120
130,279.12,,130
130,279.62,,130
110,279.62,,110
90,279.62,,90
90,279.8,,90
130,279.95,,130
140,280.13,,140
130,280.49,,130
200,280.53,,200
180,280.17,,180
170,280.88,,170
140,280.88,,140
80,280.45,,80
70,280.52,,70
70,280.3,,70
90,279.51,,90
80,280.3,,80
80,280.06,,80
70,279.43,,70
80,279.65,,80
90,279.43,,90
100,277.95,,100
120,278.08,,120
80,278.4,,80
90,279.43,,90
90,280.08,,90
140,280.09,,140
120,280.28,,120
140,280.78,,140
120,281.1,,120
130,280.73,,130
150,280.77,,150
60,280.95,,60
60,280.59,,60
60,281.86,,60
50,281.43,,50
60,281.07,,60
70,281.05,,70
90,280.49,,90
80,280.89,,80
90,280.69,,90
100,280.68,,100
100,280.54,,100
100,280.27,,100
80,280.06,,80
80,279.23,,80
130,279.76,,130
100,279.9,,100
100,280.08,,100
90,280.22,,90
70,280.02,,70
80,280.3,,80
80,280.34,,80
80,280.17,,80
90,280.17,,90
90,280.03,,90
90,279.88,,90
80,279.7,,80
90,280.28,,90
90,280.28,,90
90,280.27,,90
80,280.06,,80
90,280.06,,90
90,280.07,,90
80,280.28,,80
70,280.07,,70
80,279.87,,80
90,279.53,,90
90,279.18,,90
80,279.32,,80
50,279.29,,50
90,279.47,,90
100,280.31,,100
90,280.81,,90
180,281.85,,180
200,282.34,,200
220,283.34,,220
230,283.87,,230
230,283.66,,230
210,283.52,,210
130,282.84,,130
140,281.86,,140
110,281.46,,110
60,280.81,,60
60,280.44,,60
70,279.59,,70
70,279.29,,70
0,278.63,,0
200,278.63,,200
280,278.28,,280
210,277.73,,210
310,277.88,,310
0,277.69,,0
290,278.15,,290
280,277.47,,280
310,277.82,,310
310,278.99,,310
300,279.71,,300
290,280.53,,290
270,281.9,,270
260,282.2,,260
270,282.7,,270
270,282.34,,270
270,283.2,,270
270,282.37,,270
270,281.54,,270
240,280.73,,240
260,279.95,,260
0,279.73,,0
280,279.32,,280
340,278.52,,340
0,278.17,,0
20,278.06,,20
20,277.61,,20
350,276.92,,350
30,276.7,,30
30,276.79,,30
70,276.61,,70
70,276.69,,70
80,277.79,,80
90,279.75,,90
100,281.17,,100
120,282.58,,120
150,283.45,,150
160,283.86,,160
210,284.19,,210
220,284.43,,220
210,284.26,,210
200,283.76,,200
230,282.53,,230
330,280.71,,330
20,279.76,,20
0,279.33,,0
360,278.72,,360
0,278.1,,0
70,277.29,,70
350,276.82,,350
100,276.8,,100
0,276.49,,0
160,276.05,,160
0,275.53,,0
0,275.49,,0
0,275.5,,0
300,276.84,,300
200,279.67,,200
200,281.22,,200
270,283.19,,270
240,283.63,,240
280,284.01,,280
280,284.64,,280
260,284.52,,260
300,283.35,,300
290,280.33,,290
290,279.61,,290
280,278.42,,280
290,278.11,,290
300,277.69,,300
290,277.19,,290
300,277.2,,300
300,276.91,,300
290,278.18,,290
290,278.01,,290
310,277.88,,310
0,277.07,,0
350,276.93,,350
0,276.71,,0
340,276.57,,340
80,277.39,,80
70,278.35,,70
110,280.03,,110
160,280.85,,160
220,281.21,,220
230,281.74,,230
270,281.82,,270
0,282.81,,0
180,282.77,,180
190,281.88,,190
130,281.69,,130
140,281.51,,140
0,276.94,,0
100,277.88,,100
60,277.4,,60
40,276.61,,40
70,280.41,,70
70,280.28,,70
80,280.45,,80
80,280.36,,80
80,280.17,,80
110,280.16,,110
60,280.1,,60
80,280.03,,80
230,280.2,,230
230,281.24,,230
230,282.79,,230
220,283.81,,220
230,284.66,,230
310,283.4,,310
200,283.64,,200
210,284.41,,210
220,284.35,,220
200,284.31,,200
170,283.31,,170
240,282.98,,240
230,282.26,,230
170,281.58,,170
140,280.75,,140
80,280.55,,80
70,280.41,,70
80,280.27,,80
70,280.26,,70
80,280.36,,80
50,279.98,,50
70,280.1,,70
70,279.98,,70
80,279.95,,80
100,279.81,,100
70,280.26,,70
70,280.38,,70
80,280.65,,80
60,280.24,,60
60,279.89,,60
70,279.83,,70
80,279.97,,80
90,279.93,,90
80,280.01,,80
100,280.05,,100
100,280.48,,100
100,280.85,,100
170,281.59,,170
130,280.87,,130
130,281.08,,130
160,281.45,,160
180,281.73,,180
180,281.74,,180
180,281.1,,180
180,280.4,,180
160,280.23,,160
130,279.96,,130
110,279.92,,110
100,280.05,,100
120,280.05,,120
170,280.08,,170
300,280.11,,300
160,280.2,,160
140,280.29,,140
140,280.68,,140
140,280.6,,140
140,280.44,,140
160,280.26,,160
160,280.07,,160
180,279.7,,180
200,279.35,,200
280,278.83,,280
270,278.21,,270
280,278.23,,280
280,278.05,,280
290,277.79,,290
290,277.48,,290
300,277.29,,300
290,276.98,,290
290,277.04,,290
290,277.07,,290
300,277.05,,300
290,277.65,,290
290,278.25,,290
290,278.96,,290
290,279.83,,290
280,280.14,,280
280,281.23,,280
280,281.72,,280
280,281.83,,280
280,281.96,,280
290,281.57,,290
0,280.49,,0
0,278.83,,0
340,277.85,,340
70,277.04,,70
60,276.65,,60
70,276.03,,70
90,275.59,,90
80,275.62,,80
90,275.52,,90
70,275.44,,70
80,275.87,,80
70,276.12,,70
70,276.21,,70
100,276.35,,100
90,276.98,,90
110,278.12,,110
100,279.26,,100
120,279.57,,120
110,280.05,,110
120,280.36,,120
110,280.57,,110
120,280.89,,120
110,280.97,,110
110,280.75,,110
90,280.43,,90
80,279.83,,80
80,279.43,,80
90,279.01,,90
80,279.03,,80
90,278.94,,90
90,278.6,,90
80,278.64,,80
90,278.68,,90
90,278.77,,90
80,278.82,,80
70,278.74,,70
90,278.85,,90
100,278.75,,100
130,279.03,,130
160,279.53,,160
200,280.11,,200
250,280.71,,250
290,281.23,,290
280,281.45,,280
290,281.99,,290
300,281.55,,300
250,281.17,,250
240,280.07,,240
250,279.33,,250
250,278.81,,250
260,278.46,,260
250,278.56,,250
250,277.68,,250
240,277.34,,240
260,276.98,,260
280,276.81,,280
280,276.69,,280
280,276.19,,280
280,275.39,,280
260,274.8,,260
250,274.61,,250
280,275.2,,280
100,276.13,,100
320,277.71,,320
290,278.85,,290
270,280.76,,270
260,281.02,,260
260,280.58,,260
250,281.27,,250
260,281.35,,260
260,280.38,,260
250,280.33,,250
230,279.61,,230
220,278.69,,220
240,277.8,,240
240,277.14,,240
290,276.98,,290
280,276.02,,280
50,275.3,,50
50,275.23,,50
10,275.27,,10
10,275.13,,10
40,274.8,,40
30,274.9,,30
10,274.44,,10
80,275.02,,80
310,276.5,,310
0,278.27,,0
320,279.4,,320
30,280.52,,30
290,281.37,,290
290,281.85,,290
290,281.58,,290
280,281.99,,280
290,281.88,,290
300,281.14,,300
290,280.09,,290
300,278.97,,300
340,278.18,,340
340,277.45,,340
40,277.14,,40
60,276.52,,60
10,275.75,,10
60,275.27,,60
70,275.06,,70
90,275.3,,90
100,275.1,,100
90,275.3,,90
90,275.33,,90
90,275.61,,90
90,276.35,,90
100,276.97,,100
70,277.19,,70
60,277.42,,60
60,277.47,,60
80,277.08,,80
60,277.01,,60
70,276.97,,70
50,277.23,,50
60,277.36,,60
80,277.3,,80
100,276.86,,100
90,276.28,,90
320,276.11,,320
320,276.01,,320
300,276.08,,300
350,275.98,,350
330,275.69,,330
80,275.3,,80
90,274.88,,90
0,274.53,,0
70,274.19,,70
80,273.88,,80
80,274.17,,80
60,275.92,,60
90,277.82,,90
240,279.61,,240
240,280.67,,240
240,281.36,,240
240,281.93,,240
270,282.26,,270
280,282.7,,280
270,282.52,,270
290,281.87,,290
310,280.86,,310
300,279.64,,300
350,279.03,,350
290,278.81,,290
0,278.56,,0
0,278.07,,0
0,278.07,,0
280,278.21,,280
310,278.17,,310
80,278.02,,80
80,277.9,,80
330,277.86,,330
0,277.84,,0
250,278.07,,250
0,278.77,,0
250,280.1,,250
280,281.29,,280
270,282.46,,270
290,284.14,,290
290,285.18,,290
280,286.21,,280
270,287.08,,270
270,287.55,,270
280,287.43,,280
280,285.66,,280
340,284.24,,340
200,283.41,,200
0,283.37,,0
0,283.4,,0
80,283.16,,80
100,282.58,,100
80,282.53,,80
110,282.45,,110
80,282.61,,80
70,281.54,,70
60,281.4,,60
70,281.19,,70
90,281.09,,90
70,281.4,,70
90,281.23,,90
80,281.33,,80
90,281.92,,90
90,282.16,,90
100,281.81,,100
90,281.66,,90
100,281.87,,100
90,282.29,,90
90,282.08,,90
110,281.78,,110
100,281.72,,100
160,281.75,,160
150,281.71,,150
160,281.28,,160
190,280.68,,190
190,280.14,,190
170,279.74,,170
150,279.91,,150
130,279.76,,130
110,279.47,,110
90,279.35,,90
90,279.13,,90
70,279.33,,70
80,279.21,,80
80,279.21,,80
120,281.84,,120
120,282.18,,120
60,283.26,,60
100,283.83,,100
80,283.88,,80
220,283.47,,220
360,283.48,,360
70,283.4,,70
0,282.39,,0
110,281.59,,110
100,280.9,,100
80,280.65,,80
80,280.49,,80
60,280.22,,60
60,280.04,,60
70,279.8,,70
60,279.76,,60
50,279.49,,50
50,279.34,,50
60,279.26,,60
70,279.1,,70
100,279.1,,100
90,279.31,,90
90,279.81,,90
90,280.31,,90
90,281.07,,90
90,281.72,,90
80,282.34,,80
280,282.88,,280
190,283.1,,190
230,283.67,,230
220,283.59,,220
210,282.72,,210
140,282.21,,140
110,281.95,,110
90,281.56,,90
90,281.14,,90
80,280.75,,80
90,280.65,,90
120,280.58,,120
100,280.46,,100
100,280.29,,100
80,279.9,,80
80,280.05,,80
80,279.9,,80
100,279.92,,100
70,279.76,,70
70,279.61,,70
70,279.76,,70
70,280.49,,70
70,280.79,,70
80,280.88,,80
100,281.33,,100
90,281.5,,90
100,281.07,,100
100,281.01,,100
80,281.29,,80
80,280.86,,80
80,280.96,,80
90,281.01,,90
100,280.96,,100
90,280.78,,90
90,280.63,,90
70,280.73,,70
100,280.62,,100
90,280.9,,90
80,280.36,,80
70,280.24,,70
100,280.15,,100
120,280.14,,120
120,280.46,,120
140,280.77,,140
140,281.5,,140
150,282.51,,150
120,282.37,,120
150,282.67,,150
140,282.2,,140
140,281.88,,140
130,281.66,,130
130,281.96,,130
110,281.8,,110
110,281.42,,110
150,280.94,,150
120,280.77,,120
120,280.61,,120
140,280.46,,140
150,280.5,,150
160,280.33,,160
170,280.04,,170
170,279.85,,170
180,279.85,,180
140,279.68,,140
100,279.56,,100
90,279.32,,90
160,279.68,,160
130,279.6,,130
140,279.92,,140
170,280.58,,170
170,281.33,,170
170,282.25,,170
190,283.37,,190
180,283.44,,180
190,283.23,,190
190,282.71,,190
180,281.84,,180
110,280.56,,110
90,279.53,,90
60,279.25,,60
70,278.92,,70
100,278.5,,100
80,278.31,,80
70,277.78,,70
70,277.29,,70
40,276.91,,40
80,276.38,,80
30,276.11,,30
0,275.71,,0
70,276.88,,70
80,278.97,,80
230,280.54,,230
240,282.21,,240
230,283.8,,230
300,285.14,,300
290,286.28,,290
280,286.68,,280
300,287.09,,300
310,287.57,,310
300,286.79,,300
310,284.77,,310
310,283.3,,310
310,282.23,,310
310,281.5,,310
330,280.77,,330
230,280.1,,230
100,279.43,,100
240,279.14,,240
0,278.66,,0
130,278.4,,130
320,277.04,,320
310,276.94,,310
350,276.55,,350
350,278.52,,350
300,280.83,,300
290,282.37,,290
290,283.81,,290
290,284.43,,290
290,285.69,,290
290,286.74,,290
260,287.02,,260
240,286.86,,240
280,286.55,,280
230,286.1,,230
210,284.92,,210
320,283.4,,320
0,281.8,,0
0,280.8,,0
0,279.73,,0
80,279.61,,80
70,278.65,,70
110,278.57,,110
90,278.15,,90
70,277.85,,70
40,277.36,,40
360,277.17,,360
330,277.06,,330
10,278.49,,10
90,280.09,,90
120,281.44,,120
220,282.81,,220
150,283.94,,150
150,284.8,,150
130,285.4,,130
160,285.62,,160
150,285.695,,150
